2024-07-03 13:58:41.950538;701;H=72;T=27;Hs=41.00463;sp=2;sf=7;rx_timestamp=49285589; rssi=-104; snr=0.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:00:07.919918;705;H=72;T=27;Hs=41.04025;sp=2;sf=7;rx_timestamp=134850842; rssi=-104; snr=2.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:01:33.458443;709;H=74;T=27;Hs=41.04025;sp=2;sf=7;rx_timestamp=220386005; rssi=-105; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:02:58.897422;713;H=74;T=26;Hs=40.82651;sp=2;sf=7;rx_timestamp=305927101; rssi=-104; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:04:30.583183;717;H=75;T=26;Hs=41.00463;sp=2;sf=7;rx_timestamp=397761171; rssi=-105; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:05:55.978559;721;H=75;T=26;Hs=41.00463;sp=2;sf=7;rx_timestamp=483303186; rssi=-104; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:07:21.426410;725;H=75;T=26;Hs=40.86213;sp=2;sf=7;rx_timestamp=568847185; rssi=-105; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:08:47.465239;729;H=76;T=26;Hs=40.89776;sp=2;sf=7;rx_timestamp=654390163; rssi=-105; snr=2.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:10:12.431649;733;H=76;T=26;Hs=40.43463;sp=2;sf=7;rx_timestamp=739942131; rssi=-105; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:11:38.072500;737;H=79;T=26;Hs=40.43463;sp=2;sf=7;rx_timestamp=825486085; rssi=-104; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:13:05.902041;741;H=81;T=26;Hs=40.22088;sp=2;sf=7;rx_timestamp=913119021; rssi=-106; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:14:31.439772;745;H=82;T=26;Hs=40.43463;sp=2;sf=7;rx_timestamp=998659959; rssi=-105; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:15:57.472750;749;H=79;T=25;Hs=40.07838;sp=2;sf=7;rx_timestamp=1084197892; rssi=-106; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:17:22.420483;753;H=81;T=25;Hs=40.29212;sp=2;sf=7;rx_timestamp=1169737807; rssi=-105; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:18:48.587600;757;H=81;T=25;Hs=40.2565;sp=2;sf=7;rx_timestamp=1255278683; rssi=-105; snr=2.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:20:13.518842;761;H=80;T=25;Hs=39.90025;sp=2;sf=7;rx_timestamp=1340819658; rssi=-105; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:21:40.951618;765;H=79;T=25;Hs=40.00713;sp=2;sf=7;rx_timestamp=1428467565; rssi=-106; snr=2.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:23:08.498892;769;H=82;T=25;Hs=39.79338;sp=2;sf=7;rx_timestamp=1516108485; rssi=-106; snr=2.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:24:34.603443;773;H=82;T=25;Hs=40.2565;sp=2;sf=7;rx_timestamp=1601648377; rssi=-105; snr=2.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:26:02.486763;777;H=81;T=25;Hs=39.75775;sp=2;sf=7;rx_timestamp=1689283351; rssi=-106; snr=2.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:27:27.583799;781;H=81;T=25;Hs=39.90025;sp=2;sf=7;rx_timestamp=1774872303; rssi=-105; snr=2.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:28:55.547747;785;H=86;T=24;Hs=39.50837;sp=2;sf=7;rx_timestamp=1862505245; rssi=-104; snr=2.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 14:30:20.934049;789;H=86;T=24;Hs=39.33025;sp=2;sf=7;rx_timestamp=1948045212; rssi=-105; snr=1.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
