2024-07-03 16:40:52.314225;1153;H=87;T=24;Hs=36.80085;sp=2;sf=7;rx_timestamp=4838080; rssi=-48; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 16:41:14.288043;1154;H=87;T=24;Hs=36.80085;sp=2;sf=12;rx_timestamp=27880195; rssi=-51; snr=10.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 16:41:33.804888;1155;H=87;T=24;Hs=36.80085;sp=20;sf=7;rx_timestamp=47083298; rssi=-35; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 16:41:56.732075;1156;H=87;T=24;Hs=36.80085;sp=20;sf=12;rx_timestamp=70120390; rssi=-36; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 16:42:17.288052;1157;H=86;T=24;Hs=36.90773;sp=2;sf=7;rx_timestamp=90378424; rssi=-48; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 16:42:40.240064;1158;H=86;T=24;Hs=36.90773;sp=2;sf=12;rx_timestamp=113423471; rssi=-50; snr=10.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 16:42:59.750525;1159;H=86;T=24;Hs=36.90773;sp=20;sf=7;rx_timestamp=132635549; rssi=-41; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 16:43:22.786221;1160;H=86;T=24;Hs=36.90773;sp=20;sf=12;rx_timestamp=155675603; rssi=-43; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 16:43:42.742811;1161;H=87;T=24;Hs=37.0146;sp=2;sf=7;rx_timestamp=175932571; rssi=-55; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 16:44:05.787673;1162;H=87;T=24;Hs=37.0146;sp=2;sf=12;rx_timestamp=198974596; rssi=-57; snr=10.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 16:44:24.859612;1163;H=87;T=24;Hs=37.0146;sp=20;sf=7;rx_timestamp=218170685; rssi=-41; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 16:44:47.825483;1164;H=87;T=24;Hs=37.0146;sp=20;sf=12;rx_timestamp=241212706; rssi=-43; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
