0000;1157;H=80;T=25;Hs=69.04168;sp=2;sf=7;rx_timestamp=5376189; rssi=-54; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:43:26.129452;1161;H=80;T=25;Hs=68.93481;sp=2;sf=7;rx_timestamp=90915377; rssi=-54; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:44:52.072549;1165;H=83;T=25;Hs=68.68543;sp=2;sf=7;rx_timestamp=176470453; rssi=-55; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:46:17.615048;1169;H=82;T=25;Hs=68.97043;sp=2;sf=7;rx_timestamp=262009489; rssi=-55; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:47:43.057856;1173;H=84;T=24;Hs=68.75669;sp=2;sf=7;rx_timestamp=347549495; rssi=-55; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:49:08.596287;1177;H=83;T=24;Hs=68.82793;sp=2;sf=7;rx_timestamp=433090482; rssi=-55; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:50:34.095535;1181;H=83;T=24;Hs=68.57855;sp=2;sf=7;rx_timestamp=518627454; rssi=-55; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:52:00.079040;1185;H=83;T=25;Hs=68.82793;sp=2;sf=7;rx_timestamp=604169405; rssi=-55; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:53:25.619110;1189;H=83;T=25;Hs=68.57855;sp=2;sf=7;rx_timestamp=689709352; rssi=-55; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:54:50.563165;1193;H=80;T=25;Hs=68.97043;sp=2;sf=7;rx_timestamp=775249286; rssi=-54; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:56:16.628941;1197;H=79;T=25;Hs=68.82793;sp=2;sf=7;rx_timestamp=860816218; rssi=-54; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:57:41.573666;1201;H=79;T=25;Hs=68.93481;sp=2;sf=7;rx_timestamp=946358139; rssi=-54; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:59:08.031669;1205;H=80;T=25;Hs=68.61418;sp=2;sf=7;rx_timestamp=1031896047; rssi=-54; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 16:00:33.118461;1209;H=80;T=25;Hs=68.68543;sp=2;sf=7;rx_timestamp=1117500973; rssi=-55; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 16:01:59.570018;1213;H=83;T=25;Hs=68.3648;sp=2;sf=7;rx_timestamp=1203039839; rssi=-54; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 16:03:26.590460;1217;H=83;T=24;Hs=68.75669;sp=2;sf=7;rx_timestamp=1290671781; rssi=-54; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 16:04:52.133298;1221;H=83;T=24;Hs=68.75669;sp=2;sf=7;rx_timestamp=1376213695; rssi=-55; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 16:06:17.568665;1225;H=86;T=24;Hs=68.61418;sp=2;sf=7;rx_timestamp=1461753601; rssi=-55; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 16:07:43.116948;1229;H=88;T=24;Hs=68.3648;sp=2;sf=7;rx_timestamp=1547293463; rssi=-55; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
