0000;1159;H=80;T=25;Hs=69.04168;sp=20;sf=7;rx_timestamp=47617335; rssi=-40; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;1163;H=80;T=25;Hs=68.93481;sp=20;sf=7;rx_timestamp=133174450; rssi=-40; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:45:34.119199;1167;H=83;T=25;Hs=68.68543;sp=20;sf=7;rx_timestamp=218713494; rssi=-41; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:46:59.562221;1171;H=82;T=25;Hs=68.97043;sp=20;sf=7;rx_timestamp=304254513; rssi=-40; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:48:25.606873;1175;H=84;T=24;Hs=68.75669;sp=20;sf=7;rx_timestamp=389793509; rssi=-41; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:49:50.756348;1179;H=83;T=24;Hs=68.82793;sp=20;sf=7;rx_timestamp=475333493; rssi=-41; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:51:16.589991;1183;H=83;T=24;Hs=68.57855;sp=20;sf=7;rx_timestamp=560871456; rssi=-41; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:52:42.120297;1187;H=83;T=25;Hs=68.82793;sp=20;sf=7;rx_timestamp=646412417; rssi=-41; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:54:07.564029;1191;H=83;T=25;Hs=68.57855;sp=20;sf=7;rx_timestamp=731951341; rssi=-41; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:55:33.104433;1195;H=80;T=25;Hs=68.97043;sp=20;sf=7;rx_timestamp=817492280; rssi=-41; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;1199;H=79;T=25;Hs=68.82793;sp=20;sf=7;rx_timestamp=903061202; rssi=-40; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;1203;H=79;T=25;Hs=68.93481;sp=20;sf=7;rx_timestamp=988598122; rssi=-41; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 15:59:53.084077;1207;H=80;T=25;Hs=68.61418;sp=20;sf=7;rx_timestamp=1074141030; rssi=-40; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 16:01:15.557171;1211;H=80;T=25;Hs=68.68543;sp=20;sf=7;rx_timestamp=1159743951; rssi=-41; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 16:02:41.091247;1215;H=83;T=25;Hs=68.3648;sp=20;sf=7;rx_timestamp=1245277838; rssi=-41; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;1219;H=83;T=24;Hs=68.75669;sp=20;sf=7;rx_timestamp=1332916765; rssi=-41; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 16:05:34.080608;1223;H=83;T=24;Hs=68.75669;sp=20;sf=7;rx_timestamp=1418456668; rssi=-41; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 16:06:59.113998;1227;H=86;T=24;Hs=68.61418;sp=20;sf=7;rx_timestamp=1503997579; rssi=-41; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;1231;H=88;T=24;Hs=68.3648;sp=20;sf=7;rx_timestamp=1589533464; rssi=-40; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 16:09:50.611916;1235;H=84;T=24;Hs=68.43605;sp=20;sf=7;rx_timestamp=1675076379; rssi=-41; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 16:11:18.632817;1239;H=85;T=24;Hs=68.40043;sp=20;sf=7;rx_timestamp=1762710292; rssi=-41; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 16:12:43.670187;1243;H=85;T=24;Hs=68.7923;sp=20;sf=7;rx_timestamp=1848245173; rssi=-41; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 16:14:09.626657;1247;H=85;T=24;Hs=68.3648;sp=20;sf=7;rx_timestamp=1933801087; rssi=-42; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 16:15:35.071963;1251;H=85;T=24;Hs=68.18668;sp=20;sf=7;rx_timestamp=2019346008; rssi=-42; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
