0000;404;H=40;T=39;Hs=29.42643;sp=20;sf=12;rx_timestamp=73675110; rssi=-97; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;408;H=40;T=39;Hs=30.21019;sp=20;sf=12;rx_timestamp=159214903; rssi=-109; snr=3.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;412;H=38;T=40;Hs=29.64018;sp=20;sf=12;rx_timestamp=246855645; rssi=-97; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-06-28 14:12:14.143759;416;H=36;T=40;Hs=30.17457;sp=20;sf=12;rx_timestamp=332388355; rssi=-88; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;420;H=39;T=39;Hs=29.35519;sp=20;sf=12;rx_timestamp=417929048; rssi=-86; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-06-28 14:15:04.575708;424;H=39;T=40;Hs=29.56893;sp=20;sf=12;rx_timestamp=503463734; rssi=-91; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;428;H=41;T=39;Hs=29.03456;sp=20;sf=12;rx_timestamp=588998401; rssi=-88; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;432;H=37;T=39;Hs=29.49768;sp=20;sf=12;rx_timestamp=674601058; rssi=-91; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;436;H=41;T=39;Hs=29.03456;sp=20;sf=12;rx_timestamp=760131706; rssi=-89; snr=9.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;440;H=37;T=40;Hs=29.53331;sp=20;sf=12;rx_timestamp=845676356; rssi=-88; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;444;H=39;T=39;Hs=29.03456;sp=20;sf=12;rx_timestamp=931205001; rssi=-89; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;448;H=42;T=38;Hs=28.85643;sp=20;sf=12;rx_timestamp=1016730645; rssi=-89; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;452;H=42;T=39;Hs=29.1058;sp=20;sf=12;rx_timestamp=1102261252; rssi=-89; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
