2024-06-28 14:12:14.143759;416;H=36;T=40;Hs=30.17457;sp=20;sf=12;rx_timestamp=332388355; rssi=-88; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:01:31.653412;554;H=54;T=31;Hs=28.32205;sp=2;sf=12;rx_timestamp=3290194073; rssi=-104; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:01:50.648146;555;H=54;T=31;Hs=28.32205;sp=20;sf=7;rx_timestamp=3309387049; rssi=-88; snr=7.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:02:13.688101;556;H=54;T=31;Hs=28.32205;sp=20;sf=12;rx_timestamp=3332427950; rssi=-88; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:02:34.147394;557;H=52;T=31;Hs=28.2508;sp=2;sf=7;rx_timestamp=3352683794; rssi=-103; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:02:56.624882;558;H=52;T=31;Hs=28.2508;sp=2;sf=12;rx_timestamp=3375562058; rssi=-103; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:03:16.175920;559;H=52;T=31;Hs=28.2508;sp=20;sf=7;rx_timestamp=3394918664; rssi=-87; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:03:39.622796;560;H=52;T=31;Hs=28.2508;sp=20;sf=12;rx_timestamp=3417961566; rssi=-88; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:03:59.710077;561;H=53;T=30;Hs=28.00143;sp=2;sf=7;rx_timestamp=3438218499; rssi=-103; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:04:23.123193;562;H=53;T=30;Hs=28.00143;sp=2;sf=12;rx_timestamp=3461261392; rssi=-103; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:04:42.114243;563;H=53;T=30;Hs=28.00143;sp=20;sf=7;rx_timestamp=3480456372; rssi=-88; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:05:05.160467;564;H=53;T=30;Hs=28.00143;sp=20;sf=12;rx_timestamp=3503497271; rssi=-89; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:05:25.632995;565;H=55;T=30;Hs=27.8233;sp=2;sf=7;rx_timestamp=3523768122; rssi=-104; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:05:48.112582;566;H=55;T=30;Hs=27.8233;sp=2;sf=12;rx_timestamp=3546647387; rssi=-103; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:06:07.164664;567;H=55;T=30;Hs=27.8233;sp=20;sf=7;rx_timestamp=3566004003; rssi=-88; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:06:30.771895;568;H=55;T=30;Hs=27.8233;sp=20;sf=12;rx_timestamp=3589046890; rssi=-89; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:06:51.170586;569;H=54;T=30;Hs=27.50267;sp=2;sf=7;rx_timestamp=3609306820; rssi=-104; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:07:13.614585;570;H=54;T=30;Hs=27.50267;sp=2;sf=12;rx_timestamp=3632347721; rssi=-104; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:07:32.609682;571;H=54;T=30;Hs=27.50267;sp=20;sf=7;rx_timestamp=3651541706; rssi=-88; snr=7.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:07:56.163829;572;H=54;T=30;Hs=27.50267;sp=20;sf=12;rx_timestamp=3674584602; rssi=-89; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:08:16.101863;573;H=56;T=31;Hs=27.64517;sp=2;sf=7;rx_timestamp=3694840504; rssi=-104; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:08:39.149253;574;H=56;T=31;Hs=27.64517;sp=2;sf=12;rx_timestamp=3717883401; rssi=-104; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:08:58.643177;575;H=56;T=31;Hs=27.64517;sp=20;sf=7;rx_timestamp=3737080383; rssi=-87; snr=7.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:09:21.683547;576;H=56;T=31;Hs=27.64517;sp=20;sf=12;rx_timestamp=3760121284; rssi=-88; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:09:48.653403;577;H=56;T=31;Hs=27.5383;sp=2;sf=7;rx_timestamp=3786676102; rssi=-103; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:10:11.122110;578;H=56;T=31;Hs=27.5383;sp=2;sf=12;rx_timestamp=3809553379; rssi=-104; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:10:30.674736;579;H=56;T=31;Hs=27.5383;sp=20;sf=7;rx_timestamp=3828909992; rssi=-88; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:10:53.126760;580;H=56;T=31;Hs=27.5383;sp=20;sf=12;rx_timestamp=3851954901; rssi=-88; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:11:13.880438;581;H=56;T=31;Hs=27.11079;sp=2;sf=7;rx_timestamp=3872212835; rssi=-104; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:11:37.122586;582;H=56;T=31;Hs=27.11079;sp=2;sf=12;rx_timestamp=3895253743; rssi=-104; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:11:56.122123;583;H=56;T=31;Hs=27.11079;sp=20;sf=7;rx_timestamp=3914450723; rssi=-87; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:12:18.660856;584;H=56;T=31;Hs=27.11079;sp=20;sf=12;rx_timestamp=3937491620; rssi=-88; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:12:41.607472;585;H=57;T=31;Hs=27.03954;sp=2;sf=7;rx_timestamp=3959838512; rssi=-104; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:13:04.656227;586;H=57;T=31;Hs=27.03954;sp=2;sf=12;rx_timestamp=3982882413; rssi=-104; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:13:23.649807;587;H=57;T=31;Hs=27.03954;sp=20;sf=7;rx_timestamp=4002075393; rssi=-89; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:13:46.694357;588;H=57;T=31;Hs=27.03954;sp=20;sf=12;rx_timestamp=4025118307; rssi=-88; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:14:06.649667;589;H=57;T=31;Hs=27.21767;sp=2;sf=7;rx_timestamp=4045376203; rssi=-104; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:14:30.143210;590;H=57;T=31;Hs=27.21767;sp=2;sf=12;rx_timestamp=4068430106; rssi=-103; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:14:49.191450;591;H=57;T=31;Hs=27.21767;sp=20;sf=7;rx_timestamp=4087625087; rssi=-91; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:15:12.134544;592;H=57;T=31;Hs=27.21767;sp=20;sf=12;rx_timestamp=4110668000; rssi=-87; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:15:34.218172;593;H=53;T=30;Hs=26.75454;sp=2;sf=7;rx_timestamp=4133020882; rssi=-102; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:15:57.137122;594;H=53;T=30;Hs=26.75454;sp=2;sf=12;rx_timestamp=4156063779; rssi=-104; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:16:16.631541;595;H=53;T=30;Hs=26.75454;sp=20;sf=7;rx_timestamp=4175258769; rssi=-89; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:16:39.667827;596;H=53;T=30;Hs=26.75454;sp=20;sf=12;rx_timestamp=4198299677; rssi=-88; snr=9.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:17:00.131394;597;H=53;T=30;Hs=26.86142;sp=2;sf=7;rx_timestamp=4218557575; rssi=-104; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:17:23.172487;598;H=53;T=30;Hs=26.86142;sp=2;sf=12;rx_timestamp=4241600479; rssi=-104; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:17:42.173759;599;H=53;T=30;Hs=26.86142;sp=20;sf=7;rx_timestamp=4260795475; rssi=-88; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:18:05.128941;600;H=53;T=30;Hs=26.86142;sp=20;sf=12;rx_timestamp=4283838378; rssi=-89; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:18:27.666021;601;H=57;T=30;Hs=26.75454;sp=2;sf=7;rx_timestamp=11223962; rssi=-104; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:18:50.603882;602;H=57;T=30;Hs=26.75454;sp=2;sf=12;rx_timestamp=34266870; rssi=-103; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:19:10.195327;603;H=57;T=30;Hs=26.75454;sp=20;sf=7;rx_timestamp=53459860; rssi=-89; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:19:32.640217;604;H=57;T=30;Hs=26.75454;sp=20;sf=12;rx_timestamp=76502762; rssi=-87; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:19:53.107794;605;H=57;T=30;Hs=26.89704;sp=2;sf=7;rx_timestamp=96760665; rssi=-103; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:20:16.143554;606;H=57;T=30;Hs=26.89704;sp=2;sf=12;rx_timestamp=119801578; rssi=-101; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:20:35.728936;607;H=57;T=30;Hs=26.89704;sp=20;sf=7;rx_timestamp=138996555; rssi=-89; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:21:21.138761;609;H=58;T=30;Hs=26.54079;sp=2;sf=7;rx_timestamp=184390366; rssi=-100; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:21:44.173054;610;H=58;T=30;Hs=26.54079;sp=2;sf=12;rx_timestamp=207432277; rssi=-101; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:22:26.111522;612;H=58;T=30;Hs=26.54079;sp=20;sf=12;rx_timestamp=249669174; rssi=-89; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:22:46.669051;613;H=57;T=30;Hs=26.39829;sp=2;sf=7;rx_timestamp=269929066; rssi=-103; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:23:09.615556;614;H=57;T=30;Hs=26.39829;sp=2;sf=12;rx_timestamp=292969994; rssi=-103; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:23:28.697917;615;H=57;T=30;Hs=26.39829;sp=20;sf=7;rx_timestamp=312162969; rssi=-89; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:23:51.808095;616;H=57;T=30;Hs=26.39829;sp=20;sf=12;rx_timestamp=335207880; rssi=-87; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:24:11.784841;617;H=59;T=30;Hs=26.50517;sp=2;sf=7;rx_timestamp=355464780; rssi=-103; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:24:35.157833;618;H=59;T=30;Hs=26.50517;sp=2;sf=12;rx_timestamp=378507693; rssi=-103; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:24:54.316968;619;H=59;T=30;Hs=26.50517;sp=20;sf=7;rx_timestamp=397704678; rssi=-88; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:25:17.695334;620;H=59;T=30;Hs=26.50517;sp=20;sf=12;rx_timestamp=420745593; rssi=-88; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:26:20.180952;623;H=58;T=30;Hs=26.11329;sp=20;sf=7;rx_timestamp=483237393; rssi=-88; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:26:42.624346;624;H=58;T=30;Hs=26.11329;sp=20;sf=12;rx_timestamp=506280300; rssi=-89; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:27:02.686428;625;H=61;T=30;Hs=26.29141;sp=2;sf=7;rx_timestamp=526540205; rssi=-103; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:27:26.130215;626;H=61;T=30;Hs=26.29141;sp=2;sf=12;rx_timestamp=549581110; rssi=-103; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:28:08.167291;628;H=61;T=30;Hs=26.29141;sp=20;sf=12;rx_timestamp=591819012; rssi=-88; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:28:30.650695;629;H=58;T=30;Hs=26.75454;sp=2;sf=7;rx_timestamp=614195912; rssi=-103; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:28:53.757198;630;H=58;T=30;Hs=26.75454;sp=2;sf=12;rx_timestamp=637239825; rssi=-102; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:29:12.686559;631;H=58;T=30;Hs=26.75454;sp=20;sf=7;rx_timestamp=656432820; rssi=-87; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:29:36.128496;632;H=58;T=30;Hs=26.75454;sp=20;sf=12;rx_timestamp=679473729; rssi=-88; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:30:00.168325;633;H=58;T=29;Hs=26.75454;sp=2;sf=7;rx_timestamp=703921623; rssi=-103; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:30:23.215001;634;H=58;T=29;Hs=26.75454;sp=2;sf=12;rx_timestamp=726962537; rssi=-103; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:30:42.709565;635;H=58;T=29;Hs=26.75454;sp=20;sf=7;rx_timestamp=746155525; rssi=-87; snr=7.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:31:05.659826;636;H=58;T=29;Hs=26.75454;sp=20;sf=12;rx_timestamp=769200441; rssi=-88; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:31:30.140097;637;H=61;T=30;Hs=26.57642;sp=2;sf=7;rx_timestamp=793691332; rssi=-104; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:31:53.188536;638;H=61;T=30;Hs=26.57642;sp=2;sf=12;rx_timestamp=816734258; rssi=-104; snr=4.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:32:12.186570;639;H=61;T=30;Hs=26.57642;sp=20;sf=7;rx_timestamp=835929242; rssi=-87; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:32:35.124194;640;H=61;T=30;Hs=26.57642;sp=20;sf=12;rx_timestamp=858970155; rssi=-87; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:32:55.685481;641;H=61;T=30;Hs=25.97079;sp=2;sf=7;rx_timestamp=879228056; rssi=-103; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:33:19.127895;642;H=61;T=30;Hs=25.97079;sp=2;sf=12;rx_timestamp=902270974; rssi=-103; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:33:37.617572;643;H=61;T=30;Hs=25.97079;sp=20;sf=7;rx_timestamp=921463959; rssi=-87; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:34:00.662206;644;H=61;T=30;Hs=25.97079;sp=20;sf=12;rx_timestamp=944506881; rssi=-88; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:34:21.118810;645;H=58;T=29;Hs=26.04204;sp=2;sf=7;rx_timestamp=964764787; rssi=-103; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:34:44.664452;646;H=58;T=29;Hs=26.04204;sp=2;sf=12;rx_timestamp=987805711; rssi=-104; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:35:03.166867;647;H=58;T=29;Hs=26.04204;sp=20;sf=7;rx_timestamp=1007000701; rssi=-87; snr=7.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:35:26.323492;648;H=58;T=29;Hs=26.04204;sp=20;sf=12;rx_timestamp=1030043616; rssi=-88; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:35:47.157973;649;H=60;T=29;Hs=26.22017;sp=2;sf=7;rx_timestamp=1050298524; rssi=-104; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:36:10.194243;650;H=60;T=29;Hs=26.22017;sp=2;sf=12;rx_timestamp=1073341427; rssi=-104; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:36:29.021346;651;H=60;T=29;Hs=26.22017;sp=20;sf=7;rx_timestamp=1092536420; rssi=-87; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:36:51.640989;652;H=60;T=29;Hs=26.22017;sp=20;sf=12;rx_timestamp=1115579333; rssi=-88; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:37:12.197906;653;H=59;T=28;Hs=26.75454;sp=2;sf=7;rx_timestamp=1135836242; rssi=-103; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:37:35.295926;654;H=59;T=28;Hs=26.75454;sp=2;sf=12;rx_timestamp=1158879157; rssi=-105; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
2024-06-28 15:37:54.130387;655;H=59;T=28;Hs=26.75454;sp=20;sf=7;rx_timestamp=1178074149; rssi=-89; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0;prof=10;dist=10;obst=0
