1;H=73;T=32;Hs=0.0;sp=2;sf=7;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=67; tx_counter=1; tx_frequency=868000000
5;H=75;T=31;Hs=0.0;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=67; tx_counter=5; tx_frequency=868000000
9;H=77;T=32;Hs=0.0;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=67; tx_counter=9; tx_frequency=868000000
13;H=85;T=33;Hs=0.0;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=67; tx_counter=13; tx_frequency=868000000
17;H=78;T=34;Hs=67.58105;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=17; tx_frequency=868000000
21;H=62;T=34;Hs=67.43855;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=21; tx_frequency=868000000
25;H=56;T=36;Hs=67.61667;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=25; tx_frequency=868000000
29;H=53;T=36;Hs=67.11792;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=29; tx_frequency=868000000
33;H=57;T=35;Hs=66.97542;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=33; tx_frequency=868000000
37;H=55;T=34;Hs=66.65479;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=37; tx_frequency=868000000
41;H=57;T=35;Hs=66.51229;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=41; tx_frequency=868000000
45;H=54;T=36;Hs=66.19167;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=45; tx_frequency=868000000
49;H=53;T=36;Hs=65.58603;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=49; tx_frequency=868000000
53;H=49;T=38;Hs=65.94229;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=53; tx_frequency=868000000
57;H=46;T=39;Hs=65.47916;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=57; tx_frequency=868000000
61;H=48;T=38;Hs=65.51479;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=61; tx_frequency=868000000
65;H=45;T=38;Hs=65.08728;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=65; tx_frequency=868000000
69;H=44;T=39;Hs=65.12291;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=69; tx_frequency=868000000
73;H=45;T=39;Hs=64.62415;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=73; tx_frequency=868000000
77;H=45;T=39;Hs=64.58853;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=77; tx_frequency=868000000
81;H=46;T=39;Hs=64.69541;sp=2;sf=7;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=7; tx_trials=0; tx_power=2; tx_time_on_air=78; tx_counter=81; tx_frequency=868000000
