2;H=73;T=32;Hs=0.0;sp=2;sf=12;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1647; tx_counter=2; tx_frequency=868000000
6;H=75;T=31;Hs=0.0;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1647; tx_counter=6; tx_frequency=868000000
10;H=77;T=32;Hs=0.0;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1647; tx_counter=10; tx_frequency=868000000
14;H=85;T=33;Hs=0.0;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1647; tx_counter=14; tx_frequency=868000000
18;H=78;T=34;Hs=67.58105;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=18; tx_frequency=868000000
22;H=62;T=34;Hs=67.43855;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=22; tx_frequency=868000000
26;H=56;T=36;Hs=67.61667;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=26; tx_frequency=868000000
30;H=53;T=36;Hs=67.11792;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=30; tx_frequency=868000000
34;H=57;T=35;Hs=66.97542;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=34; tx_frequency=868000000
38;H=55;T=34;Hs=66.65479;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=38; tx_frequency=868000000
42;H=57;T=35;Hs=66.51229;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=42; tx_frequency=868000000
46;H=54;T=36;Hs=66.19167;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=46; tx_frequency=868000000
50;H=53;T=36;Hs=65.58603;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=50; tx_frequency=868000000
54;H=49;T=38;Hs=65.94229;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=54; tx_frequency=868000000
58;H=46;T=39;Hs=65.47916;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=58; tx_frequency=868000000
62;H=48;T=38;Hs=65.51479;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=62; tx_frequency=868000000
66;H=45;T=38;Hs=65.08728;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=66; tx_frequency=868000000
70;H=44;T=39;Hs=65.12291;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=70; tx_frequency=868000000
74;H=45;T=39;Hs=64.62415;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=74; tx_frequency=868000000
78;H=45;T=39;Hs=64.58853;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=78; tx_frequency=868000000
82;H=46;T=39;Hs=64.69541;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=82; tx_frequency=868000000
86;H=46;T=37;Hs=64.2679;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=86; tx_frequency=868000000
90;H=53;T=36;Hs=64.37478;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=90; tx_frequency=868000000
94;H=53;T=34;Hs=64.1254;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=94; tx_frequency=868000000
98;H=51;T=36;Hs=63.91165;sp=2;sf=12;rx_timestamp=56973684; rssi=-128; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=2; tx_time_on_air=1811; tx_counter=98; tx_frequency=868000000
