2024-07-05 14:45:01.053593;957;H=39;T=38;Hs=59.81475;sp=2;sf=7;rx_timestamp=68663904; rssi=-110; snr=0.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 14:46:26.709053;961;H=40;T=38;Hs=59.81475;sp=2;sf=7;rx_timestamp=154198691; rssi=-112; snr=-3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 14:47:52.112101;965;H=37;T=39;Hs=59.81475;sp=2;sf=7;rx_timestamp=239727420; rssi=-115; snr=-3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 14:49:17.542753;969;H=38;T=39;Hs=59.99288;sp=2;sf=7;rx_timestamp=325258115; rssi=-118; snr=-6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 14:50:43.084723;973;H=37;T=38;Hs=59.95725;sp=2;sf=7;rx_timestamp=410795788; rssi=-119; snr=-6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 14:52:08.616032;977;H=38;T=37;Hs=60.13538;sp=2;sf=7;rx_timestamp=496325457; rssi=-119; snr=-6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 14:53:34.050101;981;H=39;T=36;Hs=59.81475;sp=2;sf=7;rx_timestamp=581854107; rssi=-117; snr=-4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 14:54:59.536949;985;H=42;T=36;Hs=59.99288;sp=2;sf=7;rx_timestamp=667436749; rssi=-116; snr=-5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 14:56:25.060814;989;H=40;T=36;Hs=59.81475;sp=2;sf=7;rx_timestamp=752964395; rssi=-118; snr=-5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 14:57:50.587547;993;H=40;T=37;Hs=59.63663;sp=2;sf=7;rx_timestamp=838494025; rssi=-120; snr=-7.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 14:59:16.026262;997;H=37;T=38;Hs=59.63663;sp=2;sf=7;rx_timestamp=924029649; rssi=-118; snr=-6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
