4;H=85;T=30;Hs=0.0;sp=20;sf=12;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1647; tx_counter=4; tx_frequency=868000000
8;H=83;T=30;Hs=30.17457;sp=20;sf=12;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1811; tx_counter=8; tx_frequency=868000000
12;H=74;T=29;Hs=33.20271;sp=20;sf=12;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1975; tx_counter=12; tx_frequency=868000000
16;H=73;T=29;Hs=35.12647;sp=20;sf=12;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1975; tx_counter=16; tx_frequency=868000000
20;H=72;T=29;Hs=33.55896;sp=20;sf=12;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1975; tx_counter=20; tx_frequency=868000000
24;H=67;T=32;Hs=39.75775;sp=20;sf=12;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1975; tx_counter=24; tx_frequency=868000000
28;H=60;T=33;Hs=38.76025;sp=20;sf=12;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1975; tx_counter=28; tx_frequency=868000000
32;H=61;T=32;Hs=38.15461;sp=20;sf=12;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1975; tx_counter=32; tx_frequency=868000000
36;H=65;T=31;Hs=37.90524;sp=20;sf=12;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1975; tx_counter=36; tx_frequency=868000000
40;H=66;T=31;Hs=37.40649;sp=20;sf=12;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1975; tx_counter=40; tx_frequency=868000000
44;H=67;T=30;Hs=36.80085;sp=20;sf=12;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1975; tx_counter=44; tx_frequency=868000000
48;H=65;T=30;Hs=35.94585;sp=20;sf=12;rx_timestamp=962704003; rssi=-130; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1975; tx_counter=48; tx_frequency=868000000
52;H=63;T=31;Hs=35.19772;sp=20;sf=12;rx_timestamp=962704003; rssi=-130; snr=-12.0; sfrx=7; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1975; tx_counter=52; tx_frequency=868000000
