0000;42;H=72;T=33;Hs=0.0;sp=2;sf=12;rx_timestamp=37932663; rssi=-63; snr=11.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;46;H=57;T=32;Hs=53.15283;sp=2;sf=12;rx_timestamp=125699746; rssi=-55; snr=10.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;50;H=55;T=32;Hs=51.87033;sp=2;sf=12;rx_timestamp=211218869; rssi=-57; snr=10.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-06-28 12:02:26.289492;54;H=54;T=33;Hs=50.01781;sp=2;sf=12;rx_timestamp=296742933; rssi=-58; snr=9.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-06-28 12:03:51.308713;58;H=54;T=32;Hs=50.19594;sp=2;sf=12;rx_timestamp=382259931; rssi=-58; snr=10.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;62;H=57;T=32;Hs=50.23157;sp=2;sf=12;rx_timestamp=467792901; rssi=-58; snr=9.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;66;H=56;T=33;Hs=49.02031;sp=2;sf=12;rx_timestamp=553315852; rssi=-58; snr=10.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;70;H=59;T=33;Hs=48.94906;sp=2;sf=12;rx_timestamp=638834766; rssi=-57; snr=10.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;74;H=56;T=34;Hs=49.02031;sp=2;sf=12;rx_timestamp=724352657; rssi=-58; snr=10.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;78;H=50;T=35;Hs=48.37905;sp=2;sf=12;rx_timestamp=809876540; rssi=-57; snr=9.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;82;H=54;T=36;Hs=47.23905;sp=2;sf=12;rx_timestamp=895395392; rssi=-58; snr=9.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;86;H=47;T=38;Hs=46.7403;sp=2;sf=12;rx_timestamp=980914187; rssi=-60; snr=10.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;90;H=46;T=38;Hs=46.59779;sp=2;sf=12;rx_timestamp=1066438053; rssi=-57; snr=10.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;94;H=45;T=36;Hs=46.17029;sp=2;sf=12;rx_timestamp=1154079857; rssi=-57; snr=10.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;98;H=42;T=36;Hs=45.56466;sp=2;sf=12;rx_timestamp=1239597661; rssi=-58; snr=10.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;102;H=50;T=35;Hs=45.49341;sp=2;sf=12;rx_timestamp=1325283145; rssi=-57; snr=9.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;106;H=47;T=35;Hs=45.24404;sp=2;sf=12;rx_timestamp=1412899918; rssi=-58; snr=10.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
