0000;30;H=55;T=37;Hs=46.45529;sp=2;sf=12;rx_timestamp=80465196; rssi=-94; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 09:58:38.640265;198;H=61;T=32;Hs=39.22337;sp=2;sf=12;rx_timestamp=3690451983; rssi=-114; snr=-2.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 10:00:03.801203;202;H=58;T=33;Hs=38.58212;sp=2;sf=12;rx_timestamp=3775984810; rssi=-114; snr=-1.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 10:01:31.713052;206;H=54;T=34;Hs=38.97399;sp=2;sf=12;rx_timestamp=3863618609; rssi=-115; snr=-3.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 10:02:57.638923;210;H=51;T=34;Hs=38.72462;sp=2;sf=12;rx_timestamp=3949153401; rssi=-114; snr=-1.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 10:04:25.176324;214;H=60;T=33;Hs=39.04525;sp=2;sf=12;rx_timestamp=4036784194; rssi=-113; snr=-1.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 10:05:50.210618;218;H=57;T=33;Hs=38.83149;sp=2;sf=12;rx_timestamp=4122320986; rssi=-112; snr=0.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 10:07:15.848312;222;H=59;T=33;Hs=38.65337;sp=2;sf=12;rx_timestamp=4207858780; rssi=-114; snr=-1.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 10:08:41.691416;226;H=58;T=33;Hs=38.54649;sp=2;sf=12;rx_timestamp=4293392559; rssi=-114; snr=-2.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 10:10:07.125765;230;H=57;T=32;Hs=38.54649;sp=2;sf=12;rx_timestamp=83965045; rssi=-112; snr=-0.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 10:11:36.648546;234;H=56;T=33;Hs=39.25899;sp=2;sf=12;rx_timestamp=173685831; rssi=-120; snr=-6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 10:13:02.685335;238;H=55;T=33;Hs=38.83149;sp=2;sf=12;rx_timestamp=259222604; rssi=-112; snr=-0.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 10:14:28.267840;242;H=57;T=32;Hs=38.90274;sp=2;sf=12;rx_timestamp=344761380; rssi=-114; snr=-1.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 10:15:55.251835;246;H=61;T=31;Hs=38.86712;sp=2;sf=12;rx_timestamp=432426155; rssi=-112; snr=-0.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 10:17:20.638988;250;H=58;T=31;Hs=38.72462;sp=2;sf=12;rx_timestamp=517964945; rssi=-118; snr=-4.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
