0000;27;H=54;T=38;Hs=0.0;sp=20;sf=7;rx_timestamp=14289617; rssi=-83; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;31;H=55;T=37;Hs=46.45529;sp=20;sf=7;rx_timestamp=99819894; rssi=-86; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 09:00:13.591251;35;H=49;T=36;Hs=44.4959;sp=20;sf=7;rx_timestamp=185343798; rssi=-95; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;39;H=50;T=35;Hs=43.39152;sp=20;sf=7;rx_timestamp=270872733; rssi=-102; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;47;H=54;T=34;Hs=42.32276;sp=20;sf=7;rx_timestamp=441925415; rssi=-104; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 09:05:55.100614;51;H=54;T=34;Hs=41.93089;sp=20;sf=7;rx_timestamp=527453228; rssi=-103; snr=3.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 09:07:20.625235;55;H=57;T=34;Hs=41.61026;sp=20;sf=7;rx_timestamp=612978030; rssi=-104; snr=2.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 09:08:46.587811;59;H=55;T=34;Hs=41.25401;sp=20;sf=7;rx_timestamp=698842821; rssi=-106; snr=2.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 09:10:12.621785;63;H=56;T=35;Hs=40.61275;sp=20;sf=7;rx_timestamp=784371606; rssi=-106; snr=2.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 09:11:38.177295;67;H=55;T=34;Hs=40.54151;sp=20;sf=7;rx_timestamp=870227386; rssi=-101; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 09:13:04.108941;71;H=55;T=34;Hs=40.2565;sp=20;sf=7;rx_timestamp=955758119; rssi=-100; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 09:14:29.634629;75;H=52;T=35;Hs=39.65088;sp=20;sf=7;rx_timestamp=1041284937; rssi=-104; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;79;H=48;T=36;Hs=39.65088;sp=20;sf=7;rx_timestamp=1126811706; rssi=-100; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-04 09:17:20.593511;83;H=53;T=34;Hs=39.9715;sp=20;sf=7;rx_timestamp=1212339453; rssi=-100; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
