4;H=56;T=34;Hs=0.0;sp=20;sf=12;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1647; tx_counter=4; tx_frequency=868000000
8;H=56;T=34;Hs=0.0;sp=20;sf=12;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1647; tx_counter=8; tx_frequency=868000000
12;H=59;T=36;Hs=0.0;sp=20;sf=12;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1811; tx_counter=12; tx_frequency=868000000
16;H=59;T=37;Hs=0.0;sp=20;sf=12;rx_timestamp=0; rssi=0; snr=0.0; sfrx=0; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1811; tx_counter=16; tx_frequency=868000000
20;H=54;T=38;Hs=0.0;sp=20;sf=12;rx_timestamp=493394935; rssi=-125; snr=-11.0; sfrx=7; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1811; tx_counter=20; tx_frequency=868000000
24;H=54;T=38;Hs=0.0;sp=20;sf=12;rx_timestamp=493394935; rssi=-125; snr=-11.0; sfrx=7; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1811; tx_counter=24; tx_frequency=868000000
28;H=54;T=38;Hs=0.0;sp=20;sf=12;rx_timestamp=493394935; rssi=-125; snr=-11.0; sfrx=7; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1811; tx_counter=28; tx_frequency=868000000
32;H=55;T=37;Hs=46.45529;sp=20;sf=12;rx_timestamp=493394935; rssi=-125; snr=-11.0; sfrx=7; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1975; tx_counter=32; tx_frequency=868000000
36;H=49;T=36;Hs=44.4959;sp=20;sf=12;rx_timestamp=493394935; rssi=-125; snr=-11.0; sfrx=7; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1811; tx_counter=36; tx_frequency=868000000
40;H=50;T=35;Hs=43.39152;sp=20;sf=12;rx_timestamp=493394935; rssi=-125; snr=-11.0; sfrx=7; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1975; tx_counter=40; tx_frequency=868000000
44;H=52;T=35;Hs=42.82152;sp=20;sf=12;rx_timestamp=493394935; rssi=-125; snr=-11.0; sfrx=7; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1975; tx_counter=44; tx_frequency=868000000
48;H=54;T=34;Hs=42.32276;sp=20;sf=12;rx_timestamp=493394935; rssi=-125; snr=-11.0; sfrx=7; sftx=12; tx_trials=0; tx_power=20; tx_time_on_air=1975; tx_counter=48; tx_frequency=868000000
