0000;466;H=39;T=38;Hs=44.7809;sp=2;sf=12;rx_timestamp=46418805; rssi=-108; snr=1.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:51:37.621392;514;H=38;T=38;Hs=44.13965;sp=2;sf=12;rx_timestamp=1072998053; rssi=-106; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:53:02.563130;518;H=40;T=38;Hs=44.13965;sp=2;sf=12;rx_timestamp=1158549901; rssi=-110; snr=3.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:54:28.138311;522;H=38;T=38;Hs=44.3534;sp=2;sf=12;rx_timestamp=1243921100; rssi=-108; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:55:54.639527;526;H=37;T=38;Hs=44.42465;sp=2;sf=12;rx_timestamp=1329623707; rssi=-106; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:57:19.186015;530;H=38;T=38;Hs=44.0684;sp=2;sf=12;rx_timestamp=1414993895; rssi=-108; snr=4.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:58:45.244066;534;H=37;T=38;Hs=43.96152;sp=2;sf=12;rx_timestamp=1500694425; rssi=-108; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:00:10.650569;538;H=37;T=38;Hs=44.03278;sp=2;sf=12;rx_timestamp=1586231288; rssi=-109; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:01:40.079840;542;H=37;T=38;Hs=43.89028;sp=2;sf=12;rx_timestamp=1675957121; rssi=-110; snr=3.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:03:05.715203;546;H=38;T=38;Hs=43.96152;sp=2;sf=12;rx_timestamp=1761495966; rssi=-110; snr=4.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:04:33.663874;550;H=42;T=36;Hs=43.85465;sp=2;sf=12;rx_timestamp=1849128858; rssi=-109; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:05:59.139569;554;H=42;T=36;Hs=43.7834;sp=2;sf=12;rx_timestamp=1934502041; rssi=-110; snr=4.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:07:27.127847;558;H=46;T=35;Hs=43.85465;sp=2;sf=12;rx_timestamp=2022303554; rssi=-108; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:08:52.248858;562;H=46;T=35;Hs=43.85465;sp=2;sf=12;rx_timestamp=2107844372; rssi=-106; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:10:17.724823;566;H=48;T=34;Hs=43.89028;sp=2;sf=12;rx_timestamp=2193377189; rssi=-106; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:11:43.141356;570;H=50;T=33;Hs=43.85465;sp=2;sf=12;rx_timestamp=2278913024; rssi=-109; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:13:08.623322;574;H=51;T=31;Hs=43.6409;sp=2;sf=12;rx_timestamp=2364287177; rssi=-108; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:14:34.747733;578;H=56;T=31;Hs=43.46277;sp=2;sf=12;rx_timestamp=2449987689; rssi=-106; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:15:59.581550;582;H=57;T=31;Hs=43.42715;sp=2;sf=12;rx_timestamp=2535550537; rssi=-108; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:17:25.621756;586;H=56;T=30;Hs=43.53403;sp=2;sf=12;rx_timestamp=2621087385; rssi=-108; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:18:51.160183;590;H=56;T=30;Hs=43.32027;sp=2;sf=12;rx_timestamp=2706622231; rssi=-106; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:20:16.592856;594;H=58;T=30;Hs=43.17777;sp=2;sf=12;rx_timestamp=2792159061; rssi=-106; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:21:44.635907;598;H=60;T=29;Hs=43.28464;sp=2;sf=12;rx_timestamp=2879793897; rssi=-108; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:23:10.234186;602;H=60;T=29;Hs=42.85714;sp=2;sf=12;rx_timestamp=2965328792; rssi=-108; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:24:37.647178;606;H=62;T=29;Hs=43.17777;sp=2;sf=12;rx_timestamp=3053006709; rssi=-108; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:26:03.088806;610;H=62;T=29;Hs=43.24903;sp=2;sf=12;rx_timestamp=3138543628; rssi=-108; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:27:30.628892;614;H=62;T=29;Hs=42.71465;sp=2;sf=12;rx_timestamp=3226181575; rssi=-110; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:28:56.163340;618;H=61;T=29;Hs=42.71465;sp=2;sf=12;rx_timestamp=3311717523; rssi=-109; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:30:23.740021;622;H=61;T=29;Hs=42.71465;sp=2;sf=12;rx_timestamp=3399353508; rssi=-109; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:31:49.629627;626;H=62;T=29;Hs=42.57214;sp=2;sf=12;rx_timestamp=3484888485; rssi=-106; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:33:17.162607;630;H=64;T=29;Hs=42.21589;sp=2;sf=12;rx_timestamp=3572521497; rssi=-108; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:34:42.098441;634;H=64;T=29;Hs=42.57214;sp=2;sf=12;rx_timestamp=3658057475; rssi=-110; snr=3.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:36:11.136288;638;H=66;T=28;Hs=42.46526;sp=2;sf=12;rx_timestamp=3745690418; rssi=-106; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:37:35.592906;642;H=66;T=28;Hs=42.64339;sp=2;sf=12;rx_timestamp=3831240350; rssi=-106; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:39:01.138486;646;H=65;T=28;Hs=42.07339;sp=2;sf=12;rx_timestamp=3916790268; rssi=-109; snr=3.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:40:27.179271;650;H=67;T=28;Hs=42.00214;sp=2;sf=12;rx_timestamp=4002327179; rssi=-108; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:41:52.611450;654;H=67;T=28;Hs=41.89527;sp=2;sf=12;rx_timestamp=4087864085; rssi=-108; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:43:20.144890;658;H=67;T=27;Hs=41.57464;sp=2;sf=12;rx_timestamp=4175492995; rssi=-109; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:44:45.676419;662;H=67;T=27;Hs=41.46776;sp=2;sf=12;rx_timestamp=4261027892; rssi=-108; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
