2024-07-03 12:35:13.134433;468;H=39;T=38;Hs=44.7809;sp=20;sf=12;rx_timestamp=88827548; rssi=-95; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:36:39.061163;472;H=39;T=39;Hs=44.60279;sp=20;sf=12;rx_timestamp=174356632; rssi=-94; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:38:04.245739;476;H=39;T=40;Hs=44.74528;sp=20;sf=12;rx_timestamp=259891652; rssi=-93; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:39:29.627150;480;H=36;T=40;Hs=44.60279;sp=20;sf=12;rx_timestamp=345418617; rssi=-95; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:40:55.193690;484;H=36;T=39;Hs=44.4959;sp=20;sf=12;rx_timestamp=430948544; rssi=-94; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:42:21.087841;488;H=36;T=39;Hs=44.38903;sp=20;sf=12;rx_timestamp=516478558; rssi=-93; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:43:46.125155;492;H=37;T=40;Hs=44.60279;sp=20;sf=12;rx_timestamp=602008529; rssi=-93; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:45:12.055255;496;H=37;T=41;Hs=44.46028;sp=20;sf=12;rx_timestamp=687538507; rssi=-92; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:46:37.585875;500;H=37;T=39;Hs=44.17528;sp=20;sf=12;rx_timestamp=773071457; rssi=-94; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:48:03.112460;504;H=38;T=41;Hs=43.96152;sp=20;sf=12;rx_timestamp=858598384; rssi=-94; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:49:28.546929;508;H=37;T=40;Hs=44.0684;sp=20;sf=12;rx_timestamp=944132247; rssi=-96; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:50:54.577345;512;H=39;T=38;Hs=44.4959;sp=20;sf=12;rx_timestamp=1029660121; rssi=-94; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:52:20.062328;516;H=38;T=38;Hs=44.13965;sp=20;sf=12;rx_timestamp=1115247021; rssi=-95; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:53:45.208498;520;H=40;T=38;Hs=44.13965;sp=20;sf=12;rx_timestamp=1200787890; rssi=-92; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:55:11.140254;524;H=38;T=38;Hs=44.3534;sp=20;sf=12;rx_timestamp=1286322740; rssi=-93; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:56:36.575771;528;H=37;T=38;Hs=44.42465;sp=20;sf=12;rx_timestamp=1371859696; rssi=-92; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:58:01.613763;532;H=38;T=38;Hs=44.0684;sp=20;sf=12;rx_timestamp=1457395512; rssi=-93; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 12:59:27.194133;536;H=37;T=38;Hs=43.96152;sp=20;sf=12;rx_timestamp=1542933402; rssi=-94; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:00:52.732339;540;H=37;T=38;Hs=44.03278;sp=20;sf=12;rx_timestamp=1628467259; rssi=-94; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:02:22.617165;544;H=37;T=38;Hs=43.89028;sp=20;sf=12;rx_timestamp=1718193086; rssi=-94; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:03:48.211562;548;H=38;T=38;Hs=43.96152;sp=20;sf=12;rx_timestamp=1803733960; rssi=-96; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:05:16.165303;552;H=42;T=36;Hs=43.85465;sp=20;sf=12;rx_timestamp=1891364839; rssi=-94; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:06:41.645551;556;H=42;T=36;Hs=43.7834;sp=20;sf=12;rx_timestamp=1976914641; rssi=-92; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:08:09.236205;560;H=46;T=35;Hs=43.85465;sp=20;sf=12;rx_timestamp=2064541505; rssi=-93; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:09:34.611771;564;H=46;T=35;Hs=43.85465;sp=20;sf=12;rx_timestamp=2150082330; rssi=-94; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:11:00.144144;568;H=48;T=34;Hs=43.89028;sp=20;sf=12;rx_timestamp=2235613155; rssi=-92; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:12:26.076751;572;H=50;T=33;Hs=43.85465;sp=20;sf=12;rx_timestamp=2321148993; rssi=-93; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:13:51.128131;576;H=51;T=31;Hs=43.6409;sp=20;sf=12;rx_timestamp=2406688775; rssi=-94; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:15:17.079352;580;H=56;T=31;Hs=43.46277;sp=20;sf=12;rx_timestamp=2492250666; rssi=-93; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:16:42.621673;584;H=57;T=31;Hs=43.42715;sp=20;sf=12;rx_timestamp=2577786499; rssi=-92; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:18:07.658580;588;H=56;T=30;Hs=43.53403;sp=20;sf=12;rx_timestamp=2663323351; rssi=-94; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:19:33.093157;592;H=56;T=30;Hs=43.32027;sp=20;sf=12;rx_timestamp=2748860190; rssi=-95; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:20:58.630276;596;H=58;T=30;Hs=43.17777;sp=20;sf=12;rx_timestamp=2834397027; rssi=-92; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:22:26.667498;600;H=60;T=29;Hs=43.28464;sp=20;sf=12;rx_timestamp=2922029893; rssi=-92; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:23:52.153265;604;H=60;T=29;Hs=42.85714;sp=20;sf=12;rx_timestamp=3007609798; rssi=-95; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:25:19.579673;608;H=62;T=29;Hs=43.17777;sp=20;sf=12;rx_timestamp=3095242711; rssi=-93; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:26:45.620280;612;H=62;T=29;Hs=43.24903;sp=20;sf=12;rx_timestamp=3180779651; rssi=-92; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:28:13.163440;616;H=62;T=29;Hs=42.71465;sp=20;sf=12;rx_timestamp=3268417601; rssi=-93; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:29:38.102981;620;H=61;T=29;Hs=42.71465;sp=20;sf=12;rx_timestamp=3353955555; rssi=-93; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:31:06.137013;624;H=61;T=29;Hs=42.71465;sp=20;sf=12;rx_timestamp=3441587537; rssi=-92; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:32:31.670962;628;H=62;T=29;Hs=42.57214;sp=20;sf=12;rx_timestamp=3527126531; rssi=-89; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:33:59.613985;632;H=64;T=29;Hs=42.21589;sp=20;sf=12;rx_timestamp=3614759539; rssi=-92; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:35:24.638668;636;H=64;T=29;Hs=42.57214;sp=20;sf=12;rx_timestamp=3700295495; rssi=-96; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:36:52.398872;640;H=66;T=28;Hs=42.46526;sp=20;sf=12;rx_timestamp=3787928430; rssi=-92; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:38:17.636463;644;H=66;T=28;Hs=42.64339;sp=20;sf=12;rx_timestamp=3873487351; rssi=-94; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:39:43.741041;648;H=65;T=28;Hs=42.07339;sp=20;sf=12;rx_timestamp=3959028261; rssi=-94; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:41:09.113636;652;H=67;T=28;Hs=42.00214;sp=20;sf=12;rx_timestamp=4044563173; rssi=-94; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:42:34.659154;656;H=67;T=28;Hs=41.89527;sp=20;sf=12;rx_timestamp=4130100086; rssi=-100; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:44:02.745608;660;H=67;T=27;Hs=41.57464;sp=20;sf=12;rx_timestamp=4217728992; rssi=-93; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 13:45:27.621744;664;H=67;T=27;Hs=41.46776;sp=20;sf=12;rx_timestamp=8298580; rssi=-94; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
