2;H=95;T=23;Hs=0.0;sp=2;sf=12;send_time=1725264380;rx_timestamp=3305323164; rssi=-96; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
6;H=95;T=23;Hs=0.0;sp=2;sf=12;send_time=1725264502;rx_timestamp=3426869212; rssi=-124; snr=-15.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
18;H=95;T=23;Hs=12.4332;sp=2;sf=12;send_time=1725264866;rx_timestamp=104662140; rssi=-113; snr=-4.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
22;H=95;T=23;Hs=10.97257;sp=2;sf=12;send_time=1725264988;rx_timestamp=226391341; rssi=-113; snr=-4.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
26;H=95;T=22;Hs=10.68757;sp=2;sf=12;send_time=1725265109;rx_timestamp=347946727; rssi=-113; snr=-4.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
30;H=95;T=22;Hs=9.832558;sp=2;sf=12;send_time=1725265231;rx_timestamp=469502133; rssi=-113; snr=-5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
34;H=95;T=23;Hs=9.654434;sp=2;sf=12;send_time=1725265353;rx_timestamp=591069724; rssi=-114; snr=-5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
38;H=95;T=23;Hs=9.547562;sp=2;sf=12;send_time=1725265474;rx_timestamp=712668951; rssi=-114; snr=-4.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
42;H=95;T=22;Hs=8.835052;sp=2;sf=12;send_time=1725265596;rx_timestamp=834232509; rssi=-114; snr=-5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
46;H=95;T=22;Hs=8.550056;sp=2;sf=12;send_time=1725265717;rx_timestamp=955789847; rssi=-114; snr=-4.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
50;H=95;T=22;Hs=8.514427;sp=2;sf=12;send_time=1725265839;rx_timestamp=1077372398; rssi=-114; snr=-5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
