2024-07-03 11:17:01.642777;250;H=45;T=37;Hs=49.51906;sp=2;sf=12;rx_timestamp=71509181; rssi=-109; snr=0.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:18:26.574314;254;H=42;T=37;Hs=48.87781;sp=2;sf=12;rx_timestamp=157045249; rssi=-110; snr=3.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:19:54.646392;258;H=41;T=36;Hs=49.09156;sp=2;sf=12;rx_timestamp=244681289; rssi=-110; snr=2.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:21:20.651531;262;H=42;T=36;Hs=49.09156;sp=2;sf=12;rx_timestamp=330218280; rssi=-110; snr=3.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:22:46.108335;266;H=43;T=36;Hs=49.02031;sp=2;sf=12;rx_timestamp=415774260; rssi=-109; snr=2.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:24:11.144226;270;H=47;T=35;Hs=48.62844;sp=2;sf=12;rx_timestamp=501313215; rssi=-110; snr=2.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:25:37.079235;274;H=51;T=33;Hs=48.62844;sp=2;sf=12;rx_timestamp=586848159; rssi=-110; snr=2.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:27:02.630272;278;H=54;T=32;Hs=48.41468;sp=2;sf=12;rx_timestamp=672385102; rssi=-111; snr=1.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:28:29.673389;282;H=50;T=34;Hs=48.80655;sp=2;sf=12;rx_timestamp=760018041; rssi=-112; snr=2.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:29:56.105099;286;H=49;T=34;Hs=48.55718;sp=2;sf=12;rx_timestamp=845566965; rssi=-111; snr=2.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:31:23.635438;290;H=46;T=36;Hs=48.66405;sp=2;sf=12;rx_timestamp=933198889; rssi=-112; snr=2.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:32:49.074638;294;H=45;T=36;Hs=48.37905;sp=2;sf=12;rx_timestamp=1018736797; rssi=-112; snr=2.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:34:16.607624;298;H=42;T=37;Hs=48.34342;sp=2;sf=12;rx_timestamp=1106366708; rssi=-112; snr=2.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:35:42.085514;302;H=42;T=37;Hs=48.0228;sp=2;sf=12;rx_timestamp=1191738938; rssi=-111; snr=2.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:37:07.082158;306;H=45;T=38;Hs=47.84467;sp=2;sf=12;rx_timestamp=1277438520; rssi=-111; snr=3.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;310;H=43;T=37;Hs=47.91593;sp=2;sf=12;rx_timestamp=1362975422; rssi=-111; snr=2.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:39:58.654344;314;H=40;T=38;Hs=47.77342;sp=2;sf=12;rx_timestamp=1448511326; rssi=-112; snr=2.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:41:23.593317;318;H=44;T=36;Hs=47.63093;sp=2;sf=12;rx_timestamp=1534049222; rssi=-112; snr=2.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:42:49.631600;322;H=48;T=34;Hs=47.84467;sp=2;sf=12;rx_timestamp=1619585132; rssi=-110; snr=3.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
