2024-07-03 11:15:56.544193;247;H=42;T=39;Hs=49.02031;sp=20;sf=7;rx_timestamp=5164093; rssi=-85; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:17:20.636283;251;H=45;T=37;Hs=49.51906;sp=20;sf=7;rx_timestamp=90704262; rssi=-97; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:18:46.073420;255;H=42;T=37;Hs=48.87781;sp=20;sf=7;rx_timestamp=176240314; rssi=-95; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:20:13.609880;259;H=41;T=36;Hs=49.09156;sp=20;sf=7;rx_timestamp=263875340; rssi=-96; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:21:39.142100;263;H=42;T=36;Hs=49.09156;sp=20;sf=7;rx_timestamp=349411325; rssi=-96; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:23:04.749921;267;H=43;T=36;Hs=49.02031;sp=20;sf=7;rx_timestamp=434969302; rssi=-95; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:24:30.144620;271;H=47;T=35;Hs=48.62844;sp=20;sf=7;rx_timestamp=520508253; rssi=-95; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:25:55.583962;275;H=51;T=33;Hs=48.62844;sp=20;sf=7;rx_timestamp=606043204; rssi=-97; snr=7.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:27:21.137590;279;H=54;T=32;Hs=48.41468;sp=20;sf=7;rx_timestamp=691580143; rssi=-97; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:28:49.150173;283;H=50;T=34;Hs=48.80655;sp=20;sf=7;rx_timestamp=779211076; rssi=-97; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 11:30:15.107245;287;H=49;T=34;Hs=48.55718;sp=20;sf=7;rx_timestamp=864764001; rssi=-97; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
