2024-07-05 10:37:22.417905;264;H=39;T=40;Hs=61.09726;sp=20;sf=12;rx_timestamp=25720778; rssi=-100; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 10:38:47.912435;268;H=37;T=40;Hs=61.52476;sp=20;sf=12;rx_timestamp=111609712; rssi=-101; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;272;H=40;T=40;Hs=61.34664;sp=20;sf=12;rx_timestamp=197148609; rssi=-102; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 10:41:39.391628;276;H=39;T=40;Hs=61.20413;sp=20;sf=12;rx_timestamp=282684438; rssi=-100; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 10:43:04.428547;280;H=38;T=41;Hs=61.34664;sp=20;sf=12;rx_timestamp=368217282; rssi=-102; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 10:44:29.861352;284;H=38;T=40;Hs=61.48914;sp=20;sf=12;rx_timestamp=453756114; rssi=-101; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;288;H=38;T=40;Hs=61.27538;sp=20;sf=12;rx_timestamp=539289944; rssi=-100; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 10:47:21.080331;292;H=38;T=40;Hs=61.27538;sp=20;sf=12;rx_timestamp=624828772; rssi=-100; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 10:48:48.365284;296;H=48;T=35;Hs=61.20413;sp=20;sf=12;rx_timestamp=712458594; rssi=-101; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 10:50:14.394545;300;H=45;T=35;Hs=61.16851;sp=20;sf=12;rx_timestamp=797994432; rssi=-101; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-05 10:51:39.836219;304;H=50;T=34;Hs=60.84788;sp=20;sf=12;rx_timestamp=883532265; rssi=-100; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
