2024-07-02 09:08:35.157782;51;H=63;T=31;Hs=35.19772;sp=20;sf=7;rx_timestamp=27831232; rssi=-100; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-02 09:09:58.585750;55;H=60;T=33;Hs=34.7346;sp=20;sf=7;rx_timestamp=113357392; rssi=-100; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;59;H=57;T=33;Hs=34.27147;sp=20;sf=7;rx_timestamp=198885479; rssi=-101; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-02 09:12:50.209363;63;H=56;T=34;Hs=33.77271;sp=20;sf=7;rx_timestamp=284412454; rssi=-103; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-02 09:14:15.572585;67;H=55;T=35;Hs=33.48771;sp=20;sf=7;rx_timestamp=369938377; rssi=-99; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-02 09:15:40.626123;71;H=50;T=37;Hs=33.20271;sp=20;sf=7;rx_timestamp=455465247; rssi=-108; snr=1.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-02 09:17:08.625344;75;H=42;T=38;Hs=32.84646;sp=20;sf=7;rx_timestamp=543086066; rssi=-103; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-02 09:18:34.145032;79;H=41;T=39;Hs=32.24083;sp=20;sf=7;rx_timestamp=628609856; rssi=-110; snr=0.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-02 09:20:01.666827;83;H=39;T=40;Hs=31.84895;sp=20;sf=7;rx_timestamp=716228605; rssi=-101; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-02 09:21:27.598911;87;H=36;T=40;Hs=31.77769;sp=20;sf=7;rx_timestamp=801758358; rssi=-97; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-02 09:22:53.128089;91;H=39;T=41;Hs=31.38582;sp=20;sf=7;rx_timestamp=887281082; rssi=-102; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
