2024-07-03 15:19:16.549017;926;H=71;T=29;Hs=38.36836;sp=2;sf=12;rx_timestamp=30114134; rssi=-100; snr=3.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 15:20:42.000275;930;H=71;T=29;Hs=38.29712;sp=2;sf=12;rx_timestamp=115651347; rssi=-104; snr=4.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 15:22:08.010166;934;H=70;T=29;Hs=38.33274;sp=2;sf=12;rx_timestamp=201182454; rssi=-101; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 15:23:33.547289;938;H=69;T=29;Hs=38.22587;sp=2;sf=12;rx_timestamp=286716510; rssi=-101; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 15:24:58.979755;942;H=66;T=30;Hs=38.15461;sp=2;sf=12;rx_timestamp=372248513; rssi=-100; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 15:26:24.511507;946;H=65;T=30;Hs=38.15461;sp=2;sf=12;rx_timestamp=457780479; rssi=-101; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 15:27:49.545525;950;H=66;T=31;Hs=38.15461;sp=2;sf=12;rx_timestamp=543311414; rssi=-100; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;954;H=64;T=31;Hs=38.47524;sp=2;sf=12;rx_timestamp=628921330; rssi=-102; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 15:30:40.998157;958;H=62;T=31;Hs=38.22587;sp=2;sf=12;rx_timestamp=714455216; rssi=-103; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 15:32:06.536666;962;H=62;T=31;Hs=38.15461;sp=2;sf=12;rx_timestamp=799997087; rssi=-102; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-03 15:33:31.970653;966;H=60;T=31;Hs=38.22587;sp=2;sf=12;rx_timestamp=885534941; rssi=-103; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
